fixedX,fixedY,alignmentX,alignmentY
19952.001378676472,8138.000344669118,3734.0,10505.5
13554.500804227942,9857.000229779413,4692.0,6921.5
17203.00034466912,9795.0,4658.0,8957.5
8641.000114889706,26121.501608455885,13820.0,4178.5
7237.000229779412,17228.000919117647,8816.5,3353.5
17365.0,9579.500229779413,4535.0,9053.0
7879.500229779412,8030.000287224265,3654.0,3726.0
10728.000344669115,17897.000229779413,9200.5,5319.5
20529.500229779413,29662.50114889706,15823.5,10855.0
4935.500057444853,3151.000114889706,910.5,2077.5
11962.5,16823.00034466912,8597.0,6013.5
11362.000229779413,26732.000229779413,14163.0,5707.0
13677.000229779413,27553.000919117647,14622.0,6998.5
9801.499885110294,27777.001378676472,14751.5,4819.0
14832.50057444853,10160.500344669115,4862.0,7633.0
12098.500114889706,16654.500229779413,8504.5,6087.0
8875.500344669117,27203.500689338234,14428.5,4308.5
19658.000919117647,9779.500229779413,4654.0,10336.0
18139.50080422794,17843.000919117647,9195.5,9479.5
9648.999885110294,17511.500459558825,8970.5,4712.0
10527.5,17366.000689338234,8902.0,5200.5
16653.000919117647,9417.000229779413,4450.0,8652.5
9353.500114889706,27761.500459558825,14743.0,4575.5
18557.50057444853,18512.50057444853,9556.5,9712.5
17349.000459558825,28562.001378676472,15199.5,9069.0
14510.500919117649,10157.5,4859.0,7451.5
16237.50057444853,10047.000229779413,4799.0,8422.5
4079.50008616728,4775.000143612133,1825.0,1600.0
11207.000229779413,26813.000919117647,14209.0,5620.0
17463.00034466912,28839.000459558825,15352.5,9139.0
9931.000689338236,9912.000229779413,4728.0,4883.5
14578.500114889706,10023.500689338236,4785.5,7490.0
14602.50057444853,27297.50114889706,14487.5,7530.5
9575.000287224266,17444.50080422794,8935.0,4678.5
13724.500229779413,26755.500919117647,14180.0,7038.5
20072.000229779413,7989.000172334559,3654.5,10579.0
9555.500344669115,27551.000689338234,14618.5,4683.5
9330.000287224266,16864.500229779413,8621.0,4545.5
18167.5,9725.500344669115,4623.5,9501.0
9353.50040211397,27101.000689338234,14370.5,4581.5
7229.000172334559,7516.000402113971,3377.5,3348.0
18828.500689338234,27804.000459558825,14785.0,9904.0
13429.500804227942,18211.000114889703,9382.0,6833.0
15146.500459558823,26798.500689338234,14207.5,7828.0
8334.00017233456,27940.0,14835.0,4006.0
12981.500459558823,10386.500459558823,4984.0,6587.5
