fixedX,fixedY,alignmentX,alignmentY
11889.000459558823,13896.000114889706,8193.0,7155.0
4647.00008616728,40099.000459558825,22805.5,2774.5
3823.000057444853,8327.000229779413,4960.5,2699.5
12543.500689338236,37534.50022977941,21469.0,7236.5
3119.000172334559,10807.5,6340.5,2274.0
16096.500459558823,4726.000114889706,3098.5,9631.5
1889.5000861672795,32004.001608455885,18229.5,1328.5
8350.0,16213.500114889706,9447.5,5142.5
9467.000229779413,13334.500229779413,7842.5,5807.5
1818.50004308364,28195.00114889706,16088.0,1337.5
2235.0000718060664,29934.501378676472,17068.5,1548.5
854.5000143612133,15242.5,8805.5,955.0
4235.500057444853,8761.50017233456,5212.5,2921.5
14199.000459558823,7261.500172334559,4499.0,8535.0
12595.00057444853,10173.500114889706,6112.5,7598.5
7522.500287224265,4303.000057444853,2748.0,4826.0
5260.500057444853,8598.000344669117,5131.5,3504.5
6758.000057444853,1215.0,1009.0,4444.0
10290.49977022059,27849.501378676472,16001.0,6088.0
11657.000229779413,37050.0,21182.5,6746.0
2026.00004308364,17975.00057444853,10357.5,1577.0
846.0000430836398,24415.499770220587,13956.5,837.5
7718.500114889706,16334.000459558823,9508.0,4791.5
6677.000229779412,41240.999540441175,23475.0,3898.5
1243.000057444853,15034.500804227942,8693.0,1173.0
2649.50008616728,15417.50057444853,8928.5,1953.5
10540.500344669115,36103.501838235294,20635.0,6130.5
814.0000287224265,19308.500689338234,11087.5,880.0
5233.999885110295,11466.499885110294,6740.0,3455.5
9533.000057444851,13533.000344669115,7958.0,5840.5
11678.000344669115,38773.00091911765,22150.0,6733.5
2097.00008616728,22902.999770220587,13123.5,1556.5
14902.5,5941.000114889706,3765.0,8945.0
10745.500344669115,33104.000459558825,18957.0,6282.5
618.0000215418198,21918.000919117647,12547.5,741.5
8243.000057444853,18434.000459558825,10689.0,5054.5
4884.000172334559,12054.500229779413,7067.0,3249.5
13199.500229779413,37056.00068933824,21208.0,7613.0
2337.00008616728,31891.00068933824,18171.5,1581.0
3552.00008616728,11543.000344669115,6761.5,2509.0
1387.5,28429.001608455885,16215.0,1090.5
14675.00057444853,7472.000229779412,4626.5,8801.0
13264.500804227942,36573.00091911765,20935.0,7656.0
11790.00057444853,38187.50114889706,21823.5,6809.5
10455.49977022059,12040.49977022059,7132.5,6377.0
7997.500287224265,3718.500114889706,2426.5,5095.5
16206.500459558823,5318.000057444853,3433.5,9682.0
13831.000689338236,43068.501838235294,24588.5,7892.5
9180.500344669115,13525.500344669115,7948.0,5646.0
