fixedX,fixedY,alignmentX,alignmentY
7046.500172334559,35710.00114889706,19857.5,2812.5
6628.000057444853,20234.000459558825,11173.5,2770.5
2517.5,8874.00017233456,4740.5,601.0
8025.000287224265,34832.50114889706,19385.5,3375.0
6867.500287224265,30563.000919117647,16979.5,2777.5
8375.000287224266,34372.00022977941,19129.5,3579.0
7478.500114889706,35041.500459558825,19495.5,3067.5
8638.500114889706,21642.000229779413,11989.0,3873.0
5331.000114889706,20910.0,11537.5,2032.5
4870.500057444853,16912.000229779413,9284.0,1825.5
7563.000057444853,37263.00091911765,20744.5,3082.0
6427.500287224265,14376.000689338236,7879.0,2724.0
6712.000229779412,16909.000459558825,9301.5,2854.5
5085.000287224265,18629.000459558825,10250.0,1923.0
6026.999942555147,21712.000229779413,11994.5,2410.0
7971.000114889706,26826.000689338234,14889.5,3441.0
8353.000057444853,38728.00091911765,21575.5,3511.5
3616.000114889706,7256.000402113971,3848.0,1233.5
3942.00008616728,7699.500229779412,4093.5,1408.5
6797.000229779412,42301.500459558825,23561.0,2594.5
8508.50040211397,27310.00114889706,15174.5,3731.5
4129.500229779412,12214.500229779413,6640.5,1457.5
7885.000287224265,20031.000689338234,11076.0,3474.0
6397.500287224265,30004.000459558825,16654.5,2520.0
8847.000229779413,25609.000459558825,14219.5,3945.0
6880.500344669118,30169.001608455885,16750.5,2790.5
5418.000057444853,9182.000229779413,4954.5,2222.5
6831.000402113971,19997.000229779413,11038.5,2882.5
6297.000229779412,17911.000689338234,9866.0,2612.0
7798.500114889706,28212.001378676472,15667.0,3328.5
7912.000229779412,48035.50091911765,26794.0,3153.0
3665.5002010569856,4271.000114889706,2179.0,1301.0
6700.000287224265,45077.5,25116.5,2507.0
6203.500114889706,48019.50137867647,26761.0,2193.5
6894.500229779412,16811.500459558825,9251.0,2953.5
5429.500229779412,14674.500804227942,8033.0,2161.0
6621.500172334559,39374.000459558825,21929.5,2536.5
4775.0,3343.500114889706,1674.5,1933.5
8204.00017233456,30005.0,16681.0,3539.5
6367.000229779412,13014.000459558823,7116.5,2708.0
7409.000172334559,20961.000689338234,11590.5,3196.5
7396.500172334559,29406.00068933824,16335.5,3086.5
5974.000172334559,21345.499770220587,11788.5,2385.5
7447.000229779412,50468.501838235294,28152.5,2859.0
7261.500172334559,31620.500919117647,17571.5,2982.5
5020.500057444853,10063.500114889706,5448.0,1987.0
4274.50008616728,7030.500344669118,3719.0,1604.5
3083.500114889706,3883.500114889706,1954.5,976.0
6385.500057444853,31238.000919117647,17346.5,2495.0
7873.000344669118,50417.00137867647,28129.0,3099.0
6496.000402113971,38839.002757352944,21611.0,2468.5
8461.50017233456,19765.500919117647,10931.5,3798.5
6773.500114889706,18470.00057444853,10185.5,2866.0
4673.500114889706,9460.500344669115,5098.5,1804.0
8270.0,38017.50114889706,21174.5,3471.5
4073.500114889706,12394.500804227942,6740.0,1428.0
6879.000172334559,23434.500229779413,12972.0,2868.5
3279.000172334559,9106.500459558823,4882.5,1022.0
5319.000172334559,15551.000114889706,8529.0,2102.0
6018.500114889706,48175.0,26852.0,2084.5
8570.500057444853,33491.00068933824,18627.5,3699.5
6818.500114889706,23374.501378676472,12938.5,2834.0
8941.000114889706,29523.000919117647,16417.5,3951.0
7172.000229779412,27745.500919117647,15394.5,2980.5
4326.500172334559,10810.49977022059,5856.0,1589.5
7896.000114889706,27701.000689338234,15378.0,3390.0
8041.000402113971,25250.500919117647,14009.5,3500.0
6757.500287224265,15573.500689338236,8555.5,2896.5
6818.500114889706,44947.00137867647,25041.0,2570.5
6090.500057444853,44459.49908088236,24763.5,2188.0
5518.500114889706,19368.000919117647,10663.0,2153.5
7956.000402113971,49747.00367647059,27754.5,3155.5
2680.9999712775734,9898.500114889706,5311.0,694.0
8603.000344669117,30724.501378676472,17088.5,3744.5
4186.000114889706,2942.00008616728,1438.0,1606.0
5391.500172334559,12727.50057444853,6942.5,2162.5
4940.0,6602.000229779412,3500.0,1987.0
3702.500143612133,13067.000229779413,7112.5,1214.0
4612.00008616728,4856.999942555147,2522.0,1824.5
8027.500287224265,35170.00114889706,19576.5,3375.0
8090.500344669118,49393.00091911765,27564.5,3230.0
