fixedX,fixedY,alignmentX,alignmentY
21171.500459558825,26476.501608455885,15089.0,11623.0
24191.500459558825,18809.000459558825,10789.0,13323.0
24379.500229779413,31245.00114889706,17775.5,13419.0
20599.500229779413,29808.000919117647,16961.0,11297.0
17728.00034466912,11232.000229779413,6524.5,9705.0
27535.0,26816.500459558825,15291.0,15195.0
7735.000287224265,8424.500229779413,4932.0,4095.0
27847.001378676472,26910.00114889706,15344.5,15370.5
18710.00057444853,24171.500459558825,13798.5,10244.5
21290.00114889706,14005.00057444853,8083.0,11701.5
15918.00034466912,20132.5,11525.5,8678.5
22336.500459558825,18137.50057444853,10410.0,12283.0
19542.001378676472,29663.501838235294,16878.5,10705.5
14417.000229779413,10467.50057444853,6092.5,7843.5
25088.000919117647,25332.001378676472,14463.5,13824.5
6998.500402113971,11192.5,6488.0,3680.0
18553.00034466912,8255.0,4844.0,10178.5
15581.000689338236,11625.00057444853,6737.5,8504.0
15214.000459558823,7265.500344669118,4289.5,8299.5
12573.000344669115,11322.99977022059,6565.0,6809.0
20369.500229779413,15594.000459558823,8979.5,11181.5
25536.500459558825,29652.000229779413,16858.5,14058.0
24416.000689338234,34149.000459558825,19407.5,13435.0
23322.000229779413,16596.500459558825,9546.0,12838.5
13233.500114889706,13026.000114889706,7527.5,7179.0
9420.000287224266,10136.000114889706,5898.0,5040.0
4405.000143612133,9512.000229779413,5538.0,2226.0
24513.49954044118,20049.500229779413,11484.5,13504.5
16149.500229779413,8838.50040211397,5178.0,8819.5
6846.500172334559,6724.000459558823,3973.5,3602.0
18262.00080422794,14058.500114889706,8095.0,9990.5
11233.500114889706,13550.500344669115,7817.0,6055.5
27834.501378676472,27233.000919117647,15529.5,15362.0
7904.500229779412,9003.000057444853,5256.5,4192.5
22202.50114889706,30441.00068933824,17316.0,12200.5
4673.500114889706,1876.00004308364,1250.5,2382.0
14598.00034466912,10362.5,6043.0,7938.0
15541.500459558823,21298.500689338234,12171.5,8464.5
21398.49954044118,30632.001378676472,17424.0,11749.5
28325.500919117647,29760.500919117647,16932.5,15630.5
14379.500804227942,17434.000459558825,10002.5,7818.0
23347.50114889706,35025.00114889706,19892.0,12832.0
26445.00114889706,27475.0,15656.5,14584.0
27093.000919117647,18529.500229779413,10634.5,14956.5
28102.001378676472,30174.500229779413,17175.5,15512.0
3682.5,4162.00008616728,2531.0,1826.5
19158.00034466912,21790.499770220587,12456.0,10497.0
15554.000459558823,23178.500689338234,13231.0,8471.0
15143.500689338236,16465.500919117647,9458.5,8248.0
25112.50114889706,25323.500689338234,14449.5,13845.5
9462.000229779413,16400.50034466912,9414.0,5059.0
15251.000689338236,14155.00057444853,8161.5,8311.0
13225.00057444853,11839.500229779413,6859.5,7176.0
7328.500114889706,7653.000344669118,4503.0,3867.5
25851.000689338234,22047.000229779413,12611.0,14255.5
23094.000459558825,26864.001608455885,15312.0,12700.0
25238.000919117647,30022.50114889706,17085.0,13900.5
