fixedX,fixedY,alignmentX,alignmentY
1624.5000861672795,34267.00137867647,18923.0,349.0
3875.000143612133,16540.0,8998.0,1826.0
4006.000114889706,11750.500344669115,6318.0,1956.0
4234.000028722427,2291.500100528493,995.5,2202.0
2957.5001436121324,35800.00114889706,19799.0,1074.0
3515.500057444853,12248.500114889706,6590.0,1672.0
3070.9999712775734,9045.500344669115,4788.5,1467.5
3106.500172334559,4433.500114889706,2205.0,1546.0
4147.500143612133,2302.0000143612133,1004.0,2152.0
2448.4999712775734,17831.500459558825,9705.5,1009.5
5014.499942555147,6770.500344669118,3527.5,2575.5
2812.5,12121.000114889706,6506.5,1280.5
2157.00008616728,15832.000229779413,8584.0,866.0
3855.5002010569856,12275.0,6608.5,1860.0
3987.00008616728,14816.500459558823,8039.0,1899.0
2202.5000718060664,30298.000919117647,16703.5,717.5
2066.5000287224266,19046.000689338234,10378.0,778.0
3105.0001436121324,16587.50057444853,9019.0,1392.0
3090.0001436121324,17233.00034466912,9379.0,1378.5
5143.000057444853,3291.5000287224266,1570.5,2694.5
4113.000057444853,6833.500402113971,3552.0,2078.0
2041.00004308364,16810.50034466912,9128.0,795.0
3870.5002010569856,11654.000459558823,6253.5,1878.5
2940.500057444853,12823.000344669115,6904.5,1344.0
4213.500114889706,3281.000114889706,1558.0,2176.0
2165.500057444853,23454.000459558825,12860.0,781.5
2478.000057444853,32884.000459558825,18161.0,843.5
3169.000172334559,5928.500114889706,3033.0,1561.0
3465.5002010569856,32189.000459558825,17779.5,1404.5
1919.0001005284928,20775.00114889706,11354.0,669.0
3581.500172334559,5002.5,2518.0,1803.0
3449.50008616728,6549.000172334559,3386.5,1708.0
1939.0001005284928,16732.00080422794,9079.0,739.0
2652.00008616728,14293.000344669115,7716.0,1162.5
2951.000114889706,19832.000229779413,10837.0,1262.5
2522.00008616728,20465.499770220587,11188.0,1015.5
3878.500114889706,8809.00017233456,4665.0,1924.5
3359.000172334559,22749.000459558825,12475.0,1460.0
3537.5001436121324,13584.000459558823,7339.5,1671.5
4576.000114889706,13615.00057444853,7362.0,2247.0
5039.500229779412,2064.000100528493,883.0,2654.5
3688.0002010569856,25081.001838235294,13792.0,1616.0
2270.500057444853,22113.49954044118,12108.5,853.0
1998.50004308364,28215.500919117647,15533.5,632.0
3197.5,26169.001608455885,14395.0,1326.5
3519.000172334559,11958.500114889706,6426.0,1680.5
2875.0001436121324,22392.000229779413,12271.5,1192.0
2238.50004308364,30314.001608455885,16717.0,734.5
3305.5002010569856,12423.500689338236,6685.5,1553.5
3875.000143612133,12057.000229779413,6482.5,1878.0
4603.500114889706,10723.500114889706,5746.5,2305.0
2440.9999712775734,35368.50068933824,19545.5,784.5
1769.5000861672795,16717.5,9068.0,644.0
2695.0001436121324,21005.500919117647,11493.0,1110.5
4031.500172334559,16619.50080422794,9045.5,1909.0
2705.500057444853,22179.000459558825,12146.0,1100.5
4091.500172334559,8203.000057444853,4321.0,2049.5
4382.00008616728,1424.0000287224266,527.0,2299.0
4379.000028722427,10651.000114889706,5702.5,2180.0
3298.0002010569856,7140.500057444853,3713.5,1617.5
2118.000057444853,15432.000229779413,8355.5,848.5
3812.000229779412,16241.500459558823,8837.5,1789.5
