fixedX,fixedY,alignmentX,alignmentY
461.50002872242646,11949.000459558823,6956.5,633.0
13346.500459558823,27329.500229779413,15587.5,7837.5
11622.000229779413,15545.00057444853,8968.5,6882.5
3404.0000287224266,10342.50057444853,6056.5,2284.5
11508.000344669115,20382.000229779413,11683.0,6813.0
2868.4999712775734,9597.000229779413,5636.5,1987.0
10567.50057444853,17427.50057444853,10023.5,6289.5
1314.5000143612133,14877.50057444853,8598.5,1106.5
11219.500229779413,19897.5,11412.0,6650.0
11144.000459558823,13924.500229779413,8059.5,6615.5
10970.500344669115,15922.50057444853,9178.5,6517.0
11636.000114889706,3577.5001436121324,2248.5,6900.5
3553.500114889706,15087.000804227942,8723.0,2362.5
13197.50057444853,25865.0,14763.5,7753.5
1425.9999712775736,11133.500689338236,6498.0,1171.5
10412.000229779413,3481.5000287224266,2194.5,6216.0
2950.0,21905.99954044118,12549.0,2009.5
11477.5,24637.50114889706,14075.5,6793.0
10445.00057444853,6498.000344669118,3885.0,6227.0
11835.500344669115,28409.500229779413,16191.5,6985.0
3125.0001436121324,10780.00057444853,6304.0,2126.5
1389.5000861672795,10782.000229779413,6296.5,1154.0
11833.000344669115,15266.000114889706,8815.0,7000.0
980.5000574448528,9933.999885110294,5824.0,923.5
3540.0,20673.000919117647,11855.5,2348.5
11732.5,7507.000229779412,4455.0,6953.0
13084.500804227942,18591.500459558825,10678.5,7697.5
13399.500229779413,28617.001378676472,16307.5,7863.0
11906.000114889706,22551.500459558825,12898.0,7034.0
11139.500229779413,14207.000229779413,8215.0,6611.0
9411.50017233456,1213.000057444853,915.0,5657.5
3132.000229779412,17889.000459558825,10293.5,2124.0
1277.0000143612133,18852.50057444853,10829.5,1081.5
2595.9999712775734,15015.00057444853,8690.0,1821.0
1524.5000861672795,15181.500459558823,8774.0,1223.5
13330.00057444853,20419.000459558825,11705.0,7834.0
12830.0,14742.50057444853,8519.5,7561.5
12623.000344669115,26013.501838235294,14848.5,7436.0
11931.500459558823,15042.000229779413,8685.0,7055.5
11175.00057444853,14264.000459558823,8247.0,6629.5
3182.00008616728,10715.500344669115,6266.5,2160.5
9828.500114889706,5660.500057444853,3414.0,5887.5
11336.000114889706,27258.000919117647,15545.5,6710.0
10067.50057444853,11184.500229779413,6517.0,6016.0
