fixedX,fixedY,alignmentX,alignmentY
1520.0,34593.00091911765,19965.0,399.5
4164.000172334559,20055.99954044118,11831.0,2057.5
3274.000172334559,12016.000114889706,7308.0,1655.5
4304.000172334559,16287.000229779413,9720.5,2190.5
3546.000114889706,7772.000229779412,4925.0,1862.0
4706.000114889706,20003.500689338234,11811.0,2362.5
4823.000201056985,22361.000689338234,13134.5,2400.5
2688.500114889706,17151.500459558825,10184.0,1267.5
2331.5000287224266,1437.9999856387867,1355.0,1258.0
2316.5000287224266,9539.500229779413,5901.5,1152.5
3678.000057444853,12657.000229779413,7670.5,1874.0
3567.000229779412,21504.000459558825,12637.5,1705.0
4847.500287224265,26719.501378676472,15583.0,2355.5
5637.500287224265,23972.000229779413,14051.0,2826.0
2694.0000287224266,3185.0001436121324,2343.5,1446.5
2174.0000287224266,10480.0,6432.0,1059.0
4931.500172334559,19452.5,11508.5,2496.0
4397.00008616728,26162.001378676472,15269.0,2096.5
4431.000114889706,25626.000689338234,14962.0,2138.5
1734.0000287224266,6966.000402113971,4451.5,855.0
2348.000057444853,28119.501378676472,16335.0,946.0
3039.0000287224266,10440.500344669115,6423.5,1544.5
3416.500172334559,28798.000919117647,16730.0,1534.0
4747.5,27530.500919117647,16036.5,2291.0
1881.00004308364,3997.500143612133,2786.5,973.5
3005.0001436121324,11857.5,7210.5,1501.0
4867.500287224265,25812.000229779413,15073.0,2377.5
3494.0000287224266,21374.000459558825,12561.0,1665.0
2012.5000718060664,34464.00160845588,19893.0,668.5
2443.000057444853,31622.50114889706,18303.5,948.5
2072.5,7825.500344669118,4938.5,1033.5
5300.0,20182.999770220587,11919.0,2692.5
3037.00008616728,25981.000689338234,15151.0,1351.5
3256.5000287224266,5686.000114889706,3755.0,1726.5
2834.50008616728,452.50001795151655,808.5,1556.5
2169.50008616728,33902.50114889706,19584.0,772.0
4968.000057444853,25623.000919117647,14978.0,2450.0
2565.9999712775734,10110.500344669115,6230.0,1284.5
4199.50008616728,23637.000229779413,13846.5,2030.0
3818.0002010569856,15305.50034466912,9159.5,1917.5
1801.5001005284928,7138.000344669118,4548.5,890.5
3011.000114889706,13719.500804227942,8265.5,1492.5
3080.5002010569856,29389.501378676472,17070.5,1335.0
3650.500057444853,19276.000689338234,11384.0,1778.0
2920.9999712775734,14245.00057444853,8551.5,1429.5
3663.500114889706,17019.500229779413,10114.5,1821.0
2940.0001436121324,24484.501378676472,14303.0,1315.5
3172.5001436121324,19117.50057444853,11294.5,1514.5
3623.000057444853,31943.000919117647,18500.0,1612.0
4051.500172334559,23892.5,13986.5,1947.0
2971.000114889706,16476.500459558825,9807.5,1431.5
3687.000229779412,26536.000689338234,15466.0,1709.5
5019.000172334559,26512.5,15469.5,2445.0
3808.500114889706,24791.000689338234,14485.0,1799.0
2304.000100528493,2050.0000718060664,1699.5,1233.5
2636.5000287224266,32884.50137867647,19017.0,1042.5
1463.4999712775736,5723.000057444853,3737.0,718.0
3256.500172334559,25137.5,14672.5,1486.5
3689.50008616728,12565.500919117649,7619.0,1882.0
3154.000172334559,30445.00114889706,17655.5,1365.0
4818.000057444853,14956.500459558823,8977.5,2485.0
1700.0,3406.500172334559,2451.5,880.0
2980.500057444853,13435.500344669115,8098.0,1474.0
4783.500114889706,26564.500229779413,15492.5,2329.5
3495.500057444853,17893.00034466912,10612.5,1713.0
2646.000114889706,25570.00114889706,14918.0,1141.0
4810.500201056985,13561.000114889706,8190.0,2497.0
1916.00004308364,6506.500172334559,4193.0,959.5
2106.00004308364,34068.00091911765,19675.0,733.5
2500.500057444853,6328.000344669118,4103.0,1292.5
2987.00008616728,25260.500919117647,14737.0,1332.0
2820.0001436121324,21797.000229779413,12796.5,1282.0
4569.000172334559,21187.999770220587,12471.0,2274.5
3663.500114889706,26500.500919117647,15445.0,1693.0
5038.000057444853,24686.501608455885,14445.0,2495.5
4906.500172334559,28012.001378676472,16303.0,2377.5
3635.000143612133,17081.000689338234,10152.0,1797.5
2011.5000287224264,4774.500229779412,3225.5,1035.5
3925.500057444853,12844.000459558823,7782.5,2014.5
3466.000114889706,14286.000689338236,8585.0,1736.5
3145.500057444853,16488.500114889706,9819.0,1530.5
